Topic,Count,Name,Representation,Representative_Docs
95,14,95_egyszeri_kapnak_diplomások_egyetem,"['egyszeri', 'kapnak', 'diplomások', 'egyetem', '150', 'kecskeméti', 'forintos', '19', 'neumann', 'neumann jános']","['150 ezer forintos, pedagógusoknak szánt egyszeri juttatásról döntött a kormány a pedagógusoknak szánt egyszeri 150 ezer forintos juttatásról döntött a magyar kormány szerdán – mondta orbán viktor a megafon klub beszélgetésén. szerdán volt kormányülés, amelynek a részleteiről gulyás gergely miniszterelnökséget vezető miniszter másnap, csütörtökön fog beszámolni, így valószínűle', '19,5 milliárdot kaphat a kecskeméti egyetem campusépítésre, amit matolcsy ádám barátja hagyott félbe 19,5 milliárd forinttal támogathatja a kormány a kecskeméti neumann jános egyetem félbemaradt campusfejlesztését – írja a 24.hu. a lap szerint orbán viktor miniszterelnök engedélyezte, hogy hankó balázs kulturális miniszter az idei költségvetés terhére legfeljebb 19\u202f503\u202f000\u202f000 forintra kötelezettsé', 'gulyás elmondta, miért kapnak 150 ezer forintos juttatást a pedagógusok március 20-ig megkapják az állami iskolák tanárai azt a 150 ezer forintos egyszeri juttatást, amiről orbán viktor miniszterelnök már szerda este említést tett . gulyás gergely miniszterelnökséget vezető miniszter azt mondta, technikai okokból az alapítványi iskolák tanárai várhatóan csak április ele']"
96,14,96_lezárjuk_konfliktusról_közvetítésünket_folytatjuk,"['lezárjuk', 'konfliktusról', 'közvetítésünket', 'folytatjuk', 'legfrissebb', 'szóló', 'keleti', 'köszönjük', 'reggel folytatjuk', 'szombati']","['lezárjuk csütörtöki közvetítésünket pénteken folytatjuk a közel-keleti konfliktusról szóló legfrissebb hírekkel.', 'lezárjuk szerdai közvetítésünket csütörtökön folytatjuk a közel-keleti konfliktusról szóló legfrissebb hírekkel.', 'hétfői közvetítésünket lezárjuk kedden folytatjuk a konfliktusról szóló legfrissebb hírekkel.']"
97,14,97_őrizetbe_újságírót_vettek őrizetbe_vettek,"['őrizetbe', 'újságírót', 'vettek őrizetbe', 'vettek', 'embert', 'bagdadban', 'őrizetbe vették', 'vették', 'tartóztatott', 'szabadon']","['irán azt állítja, hogy több tucat, az egyesült államokhoz és izraelhez köthető kémet vettek őrizetbe az iráni titkosszolgálat 30 embert, köztük egy külföldi állampolgárt tartóztatott le kémkedés és ellenséges országokkal való együttműködés vádjával, az irna iráni állami hírügynökség szerint. az iráni hírszerzési minisztérium állítása szerint „kémeket, valamint műveleti és média zsoldosokat” vettek', 'közel 100 embert vettek őrizetbe iránban, izrael segítésével vádolják őket az iráni hírszerzési minisztérium 97 embert tartóztatott le azzal a váddal, hogy izraelnek kémkedtek, írja a reuters az iráni állami médiára hivatkozva. a háború kirobbanása óta már több száz embert vettek őrizetbe iránban az izraelhez vagy az egyesült államokhoz fűződő állítólagos kapcsolataik miat', 'külföldi influenszereket vettek őrizetbe az egyesült arab emírségekben, mert a támadásokról posztoltak az egyesült arab emírségekben tíz külföldi állampolgárt őrizetbe vettek, azzal vádolják őket, hogy a közösségi médiára posztoltak felvételeket rakéta- és dróntámadásokról – írja a guardian az emirates news agency (wam) hírügynökségre hivatkozva . a hírügynökség szerint a videók valós felvételeket ta']"
98,14,98_iránban_tüntetések_sms_rezsim,"['iránban', 'tüntetések', 'sms', 'rezsim', 'iráni rezsim', 'országban', 'teheránból', 'ellenőrző', 'órája', 'napja']","['ellenőrző pontok, netkorlátozás, üzenetek: mindent megtesz az iráni rezsim, hogy ne legyenek tüntetések az iráni vezetés mindent megtesz, hogy elhárítsa a rendszerellenes tüntetések lehetőségét: ellenőrző pontokat állít fel, korlátozza az internethez való hozzáférést, és figyelmeztető üzeneteket küld ki a lakosságnak – írja a bbc teherániakkal folytatott beszélgetésekre hivatkozva. több ellenőrző pont', 'már öt napja nincs internet iránban a netblocks kiberbiztonsági felügyeleti szervezet adatai alapján már több mint 120 órája nincs internet iránban. az internet letiltása korábban is bevett taktika volt az iráni rezsim részéről, januárban, a kormányellenes tüntetések alatt hetekre kikapcsolták az internetet az országban. a netblocks s', 'több mint két napja nincs internet iránban a netblocks kiberbiztonsági felügyeleti szervezet alapján már több mint 48 órája nincs internet iránban. az internet letiltása korábban is bevett taktika volt az iráni rezsim részéről, januárban, a kormányellenes tüntetések alatt hetekre kikapcsolták az internetet az országban. ( cnn )']"
99,13,99_gazdaságot_magyar gazdaságot_gazdaság_viktor megtámadtak,"['gazdaságot', 'magyar gazdaságot', 'gazdaság', 'viktor megtámadtak', 'interjú magyar', 'inté', 'vegye', 'megtámadtak', 'megtámadtak bennünket', 'dicsérte']","['orbán viktor: megtámadtak bennünket az interjú végén a magyar gazdaságot dicsérte, kijelentve: senki ne vegye garantáltnak, hogy teljes foglalkoztatás van, munkaalapú társadalom, és azt se gondolja senki, hogy háborús időkben, amikor a háború blokkolja a gazdaságot, a gazdaság tud fejlődni. orbán szerint példátlanok azok a jóléti inté', 'orbán viktor: megtámadtak bennünket az interjú végén a magyar gazdaságot dicsérte, kijelentve: senki ne vegye garantáltnak, hogy teljes foglalkoztatás van, munkaalapú társadalom, és azt se gondolja senki, hogy háborús időkben, amikor a háború blokkolja a gazdaságot, a gazdaság tud fejlődni. orbán szerint példátlanok azok a jóléti inté', 'orbán viktor: megtámadtak bennünket az interjú végén a magyar gazdaságot dicsérte, kijelentve: senki ne vegye garantáltnak, hogy teljes foglalkoztatás van, munkaalapú társadalom, és azt se gondolja senki, hogy háborús időkben, amikor a háború blokkolja a gazdaságot, a gazdaság tud fejlődni. orbán szerint példátlanok azok a jóléti inté']"
100,13,100_márton_bank_nemzetgazdasági miniszter_nemzetgazdasági,"['márton', 'bank', 'nemzetgazdasági miniszter', 'nemzetgazdasági', 'bankok', 'márton nemzetgazdasági', 'mbh', 'miniszter', 'otp', 'kevesebb']","['facebook-posztban tartott nagy márton közgázórát arról, miért maradjon csak öt nagy bank „egy kis közgazdaságtan: ha kevesebb nagy bank van, akkor a bankrendszer hatékonyabb (mérethatékonyabb), azaz olcsóbban működik. ez lejjebb hozza a pénzügyi termékek árát, és így nagyobb versenyt generál” – írja keddi posztjában nagy márton nemzetgazdasági miniszter, aki az utóbbi időben többször is', '„a bankárok sem mondják meg, hogy hány pártnak kellene indulnia a választáson” – a nagybankok nem mennének el nagy márton nemzetgazdasági miniszter február közepén (ismét) közölte , hogy szerinte csak öt nagy bank maradhat magyarországon. majd hamarosan meg is nevezte azokat a bankokat, amelyeket szívesen látnak a továbbiakban is: ezek az otp bank, az mbh, a k&h, illetve az unicredit, vagyis a négy legnagyo', 'hiába küldené el egy részüket nagy márton, a nagyobb bankoknak eszük ágában sincs kivonulni a magyar piacról nagy márton nemzetgazdasági miniszter február közepén (ismét) közölte, hogy szerinte csak öt nagy bank maradhat magyarországon. majd hamarosan meg is nevezte azokat a bankokat, amelyeket szívesen látnak a továbbiakban is: ezek az otp bank, az mbh, a k&h, illetve az unicredit, vagyis a négy legnagyob']"
101,13,101_ep_európai_európai parlament_nők,"['ep', 'európai', 'európai parlament', 'nők', 'parlament', 'állampolgár', 'vonatkozó', 'közötti', 'helsinki', 'parlament ep']","['még a fideszből is igent tudtak mondani az ep-ben a menekültügyi csomag hiányzó eleménél az európai parlament (ep) belügyi szakbizottsága hétfőn megszavazta az álláspontját az elutasított menedékkérők visszaküldését szabályozó rendeletről strasbourgban. a tervezet része a menekültügyi és migrációs csomagnak, amelynek kulcselemeiről 2023-ban állapodott meg az ep és a másik jogalkotó, az', 'az európai parlament szerint az eu lakhatási válsággal néz szembe az európai parlament (ep) kedden elfogadta az ajánlásait a tisztességes, fenntartható és megfizethető lakhatásra. az ep-ben külön szakbizottságot hoztak létre az európai lakhatási válság kezelésére. a testület zárójelentése az ep közleménye alapján hangsúlyozza: európaiak milliói szembesülnek bizony', 'ep: ha így haladunk, 134 év kell a nemek közötti teljes egyenlőséghez az európai bizottság terjesszen be cselekvési tervet a nemek közötti bér- és nyugdíjszakadék felszámolására, kérte egy szerdai állásfoglalásában az európai parlament (ep). a jogilag nem kötelező dokumentum a testület közleménye alapján kiemelte: hiába iskolázottabbak a fiatal nők, mint a férfiak, a']"
102,13,102_aláírása_szövetségi_bíró_hivatalban,"['aláírása', 'szövetségi', 'bíró', 'hivatalban', 'trump', 'donald', 'hangja', '250', 'amerika', 'fehér']","['trump aláírása kerül a százdollárosra, hogy „elismerjék történelmi eredményeit” még az idén donald trump aláírása kerül rá a százdolláros bankjegyekre, ő lesz az első hivatalban lévő amerikai elnök, akinek a szignója ott lesz a dolláron - írja a new york times . „nincs erősebb formája annak, hogy elismerjük országunk és donald j. trump elnök történelmi eredményeit, mint hogy az', 'donald trump aláírása rákerül a dollárra donald trump aláírása hamarosan rákerül az amerikai dollárra, jelentette be csütörtökön az amerikai pénzügyminisztérium. 1861 óta a pénzügyminiszter aláírása szerepel a papír bankjegyeken, trump lesz az első hivatalban lévő amerikai elnök, akinek a szignója rákerül a törvényes fizetőeszközre. a pénz', 'trump aláírása a „történelmi eredményei” elismeréseként rákerül a százdollárosokra donald trump aláírása hamarosan feltűnhet az amerikai papírpénzeken – jelentette be csütörtökön a pénzügyminisztérium. ez lesz az első alkalom, hogy egy hivatalban lévő amerikai elnök aláírása törvényes fizetőeszközön jelenik meg. a pénzügyminisztérium közölése szerint trump szignója az egyesült áll']"
103,13,103_roma_nemzetiségi_xviii_választói,"['roma', 'nemzetiségi', 'xviii', 'választói', 'listára', 'gyanús', 'népszava', 'ától', 'névjegyzékben', 'xviii kerületben']","['néhány nap alatt kilőtt a nemzetiségi névjegyzékben szereplő roma választópolgárok száma „tavaly június 23-ától bő fél évig csak a természetes fogyás volt kiolvasható a roma nemzetiségi listára feliratkozottak lassú csökkenéséből, az értesítők idén februári kézhezvételét követően pedig néhány százan le is iratkoztak. március 6-án indult el a görbe felfelé, 18-ától pedig egyenesen kilőtt', 'több száz gyanús regisztrációt találtak egy budapesti kerület roma választói névjegyzékében tömeges választási visszaélés gyanúja merült fel budapesten: a népszava értesülései szerint mintegy négyszáz embert próbáltak gyanús körülmények között bejegyeztetni a roma nemzetiségi választói névjegyzékbe a xviii. kerületben. a nemzeti választási iroda (nvi) megerősítette az információt. közölték', 'több száz gyanús regisztráció a roma nemzetiségi választói névjegyzékben a gyanú szerint több mint négyszáz roma adataival próbáltak visszaélni a xviii. kerületben – írta a népszava , az információt megerősítette a nemzeti választási iroda (nvi). a xviii. kerület pestszentlőrinc–pestszentimre helyi választási iroda feljelentést tett közokirat-hamisítás és választás rendj']"
104,12,104_civilizáció_hal_fatih_fatih birol,"['civilizáció', 'hal', 'fatih', 'fatih birol', 'birol', 'ügyvezető igazgatója', 'részleges', 'ügyvezető', 'nemzetközi energiaügynökség', 'energiaügynökség']","['trump: egy civilizáció hal meg ma este, ha irán nem alkuszik a hormuzi-szoros részleges lezárása által kiváltott olaj- és gázválság súlyosabb, mint az 1973-as, 1979-es és 2022-es energiaválságok összeadva – jelentette ki a nemzetközi energiaügynökség vezetője. fatih birol , az ügynökség ügyvezető igazgatója a francia le figarónak elmondta, hogy a mostani váls', 'trump: egy civilizáció hal meg ma este, ha irán nem alkuszik a hormuzi-szoros részleges lezárása által kiváltott olaj- és gázválság súlyosabb, mint az 1973-as, 1979-es és 2022-es energiaválságok összeadva – jelentette ki a nemzetközi energiaügynökség vezetője. fatih birol , az ügynökség ügyvezető igazgatója a francia le figarónak elmondta, hogy a mostani váls', 'trump: egy civilizáció hal meg ma este, ha irán nem alkuszik a hormuzi-szoros részleges lezárása által kiváltott olaj- és gázválság súlyosabb, mint az 1973-as, 1979-es és 2022-es energiaválságok összeadva – jelentette ki a nemzetközi energiaügynökség vezetője. fatih birol , az ügynökség ügyvezető igazgatója a francia le figarónak elmondta, hogy a mostani váls']"
105,12,105_március 15_15_március_tisza,"['március 15', '15', 'március', 'tisza', 'akadálya', 'párt', 'honvédelmi', 'intézkedett', 'retteg', 'közvetítésén']","['a tisza párt szerint nem töltötték ki rosszul a drónozási kérvényt harmincnapos határidőre hivatkozva tiltotta meg a drónozást a honvédelmi minisztérium a tisza pártnak a március 15-ei rendezvényén, válaszolta a párt a kérdésünkre. azután kerestük meg a tisza pártot, hogy gulyás gergely a csütörtöki kormányinfón azt mondta, nincs szó arról, hogy megtiltották volna', 'magyar péter: a kormányzati tiltás ellenére drónozni fog a tisza párt március 15-én a tisza párt határozatot kapott a honvédelmi miniszter nevében, ami szerint nem szállhatnak fel drónok a párt március 15-i rendezvényén – írja magyar péter . fotó:\n                németh dániel/444 a tisza elnöke szerint „orbán viktor retteg március 15-től”, és a kormány azért akarja megtiltani a dr', 'a tisza párt szerint mondvacsinált kifogás miatt nem drónozhatnak március 15-én harmincnapos határidőre hivatkozva tiltotta meg a honvédelmi minisztérium a tisza pártnak, hogy drónfelvételeket készíthessen március 15-én. a 444 azután kereste a pártot, hogy gulyás gergely a csütörtöki kormányinfón azt mondta , semmi akadálya a március 15-i drónozásnak. a miniszterelnökséget veze']"
106,12,106_áram_hó_hálózat_36,"['áram', 'hó', 'hálózat', '36', 'elment', 'vas', 'részein', 'lakosú', 'áramot', 'hullott']","['36 órája nincs áram vas vármegye egyes részein a havazás miatt míg kőszegen összesen 36 centiméternyi hó hullott , az intenzív havazás miatt vas vármegye egyes részein már több mint 36 órája szünetel az áramszolgáltatás, sok helyen pedig a vízellátás és a fűtés sem működik – számolt be a telex a környéken élő olvasóiktól kapott információk alapján. a portál cik', 'már másfél napja nincs áram vas megye egyes részein több olyan háztartás is van vas megyében, ahol már 36 órája nincs áram, sokaknál víz és fűtés sincs. sok út nehezen járható a hó miatt, és sok faág is leszakadt, több esetben vezetékekre, derül ki a telex cikkéből. a lapnak az e.on megerősítette a problémákat, mint írták: „a vezetékekre rakódó hó és', 'egész kubában elment az áram a kubai hatóságok hétfőn közölték, hogy az egész szigeten elment az áram, írja az ap. a lap szerint a 11 millió lakosú szigeten egyre inkább összeomlik az elektromos hálózat. az energia- és bányászati minisztérium vezetője szerint egyelőre vizsgálják az áramkimaradás okait. a szakemberek közben az e']"
107,12,107_tűzszünetet_húsvéti_oroszország_putyin,"['tűzszünetet', 'húsvéti', 'oroszország', 'putyin', 'húsvét', 'vlagyimir putyin', 'vlagyimir', 'hirdetett', 'húsvét alkalmából', 'oroszországnak']","['putyin húsvéti tűzszünetet hirdetett vlagyimir putyin „ húsvéti tűzszünetet ” hirdetett április 11-én 16:00 órától április 12. végéig – közölte a kreml csütörtökön. az ortodox húsvétot április 12-én, vasárnap ünneplik. a közlemény szerint oroszország arra számít, hogy ukrajna követni fogja moszkva példáját a tűzszünet kapcsán. a húsvét', 'putyin tűzszünetet hirdetett húsvétra vlagyimir putyin orosz elnök húsvéti tűzszünetet hirdetett. a pravoszláv (ortodox) húsvét alkalmából moszkvai idő szerint április 11-én délután 4 órától másnap késő estig áll le minden orosz harci alakulat – írja a meduza . putyin arra számít, hogy ukrajna is követi a példát, és szintén leállítja ka', 'zelenszkij: ukrajna betartja a húsvéti tűzszünetet „ukrajna többször is jelezte, hogy kész a kölcsönös lépésekre. javasoltuk a tűzszünetet az idei húsvéti ünnepek alatt, és ennek megfelelően fogunk eljárni” – írta volodimir zelenszkij az x-en arra, hogy vlagyimir putyin 32 órás „ húsvéti tűzszünetet ” jelentett be az ortodox húsvét alkalmából. „az e']"
108,12,108_kiterjedő_osztrák_március 22_visszamenőleg,"['kiterjedő', 'osztrák', 'március 22', 'visszamenőleg', 'eredménye', 'labor', 'hosszú időre', 'elvi', 'regisztrált', 'hosszú']","['megérkezett magyar péter drogtesztjének eredménye megérkezett a március 22-i haj- és vizeletmintából készített drogtesztem negatív eredménye – írta magyar péter hétfő délután facebook-oldalán. a tisza párt elnökének bejegyzése szerint az akkreditált osztrák labor által végzett vizsgálat eredménye 100 %-os bizonyossággal megmutatja hosszú hónapokra', 'magyar péter megkapta a drogtesztje eredményét „az akkreditált osztrák labor által végzett vizsgálat eredménye 100%-os bizonyossággal megmutatja hosszú hónapokra visszamenően, hogy semmilyen drogot nem fogyasztottam” – írta hétfőn magyar péter a facebook-oldalán arról a drogtesztről, amihez még március 22-én csináltatott mintavételt egy akkredit', 'magyar péter ismertette a drogtesztje eredményét még március 22-én magyar péter arról számolt be , hogy bécsben kezdte a napját, ahol vizelet- és hajmintát vettek tőle. „minden drogra kiterjedő tesztet kértem egy regisztrált osztrák labortól. a hajmintából hosszú időre visszamenőleg kimutatható bármilyen kábítószer fogyasztása” – írta a tisza párt']"
109,12,109_catl_debrecen_vizsgálatot_debreceni,"['catl', 'debrecen', 'vizsgálatot', 'debreceni', 'vizsgálatot indított', 'tárkányi', 'mérgezésről', 'tárkányi zsolt', 'dolgozó', 'sajtóban']","['a tisza-videó után vizsgálatot indított a catl legalább két dolgozó szenvedett mérgezést néhány napja egy debreceni akkumulátorgyárban. ezt közölte szombaton facebook-oldalán tárkányi zsolt . a tisza párt országgyűlési képviselőjelöltje pénteken egy „coming soon debrecen” feliratú képet tett közzé a catl gyáráról. tárkányi zsoltnak egy, a kamerá', 'vizsgálatot indított a catl debrecen, miután a tisza párt képviselőjelöltje egy mérgezésről szóló videót posztolt „a catl debrecen vizsgálatot indított a sajtóban megjelent hírek kapcsán, ami jelenleg még zajlik. a fejleményeiről tájékoztatni fogjuk a nyilvánosságot. a szükséges bejelentéseket megtesszük a hatóságoknak és a kivizsgálás kapcsán mindenben együttműködünk” – közölte a catl debrecen szombaton, néhán', 'catl debrecen: a gyár üzemorvosa kimondta, hogy nem történt mérgezés a tisza által posztolt esetben a sajtóban a hétvégén megjelent hírek után belső vizsgálatot indított a catl debrecen, ebből kiderült, hogy „a közelmúltban két kollégánk rosszul érezte magát. vezetőjük azonnal mentőt hívott, amely a debreceni kenézy gyula kórházba szállította őket.” a catl debrecen közleménye szerint a kórházban n']"
110,12,110_békési_hallgatók_egyetem_államtitkár,"['békési', 'hallgatók', 'egyetem', 'államtitkár', 'tanára', 'silány', 'corvinus egyetem', 'corvinus', 'bajusz veronika', 'bajusz']","['nyilvánosan megtagadta szijjártó pétert a volt egyetemi tanára úgy döntöttem, hogy szíjjártó urat mint egykori tanítványomat megtagadom – írta facebook-bejegyzésében békési lászló , a corvinus egyetem egykori tanára, aki állítása szerint heti hat órában társadalom- és politikai földrajzot tanított szíjjártó péter külgazdasági és külügyminiszternek. békési azt í', 'kinevették a kulturális minisztérium államtitkárát a végzős állatorvosok a diplomaosztón „ellenszélben dolgoztunk. hitvány, silány emberek próbálták ellehetetleníteni sikereinket, elvenni a lehetőségeket fiataljainktól, elnyomni a kiváló oktatókat, professzorainkat” – mondta varga-bajusz veronika államtitkár a végzős állatorvostan hallgatók pénteki diplomaosztóján. az államtitkár arról', '„egymás emberi méltóságának tisztelete alap” – írja a felsőoktatási államtitkár, aki silány minőségű emberekről beszélt a diplomaosztón facebook-bejegyzéssel jelentkezett varga-bajusz veronika felsőoktatási államtitkár azután, hogy az állatorvostudományi egyetem pénteki diplomaosztóján a hallgatók kinevették a beszédét. „hitvány, silány emberek próbálják ellehetetleníteni sikereinket, elvenni a lehetőséget fiataljainktól, elnyomni a']"
111,12,111_pálinkás_százados_péter reagált_magyar péter,"['pálinkás', 'százados', 'péter reagált', 'magyar péter', 'honvédség', 'honvédelmi', 'reagált', 'magyar', 'honvédelmi miniszter', 'magyar honvédség']","['magyar péter: amikor már azt gondoljuk, nem lehet mélyebbre süllyedni, akkor megtörténik a felfoghatatlan tegnap olyan dolgot tudtunk meg pálinkás százados úr interjújából, amire valószínűleg senki még gondolni sem mert volna – mondta magyar péter facebookon megjelent rövid videóüzenetében , amelyben pálinkás szilveszter csütörtöki, telexnek adott i nterjújára reagált. a katona egyebek mellett arról bes', 'pálinkás szilveszter százados: a katonák azt látják, hogy a honvédelmi miniszter nem ért a feladatához, és bíznak a változásban ennél nagyobb morális mélypont a magyar honvédség történelmében még nem volt, soha ennyi katona nem akart leszerelni, a honvédelmi miniszter döntései mára megölték a katonai hivatást. orbán gáspárt nem lehet lebeszélni az isteni sugallatra kitalált csádi misszióról, ahol a magyar katonák fele meghal', 'magyar péter: pálinkás százados szavai mögött a magyar állam működésképtelensége rajzolódik ki magyar péter is reagált a telex egy nap alatt több mint egymillió megtekintésnél járó videójára, amelyen pálinkás szilveszter százados arról beszélt : ennél nagyobb morális mélypont a magyar honvédség történelmében még nem volt, soha ennyi katona nem akart leszerelni, a honvédelmi miniszter döntései']"
112,12,112_tengeren_földközi_olajszállító_olajszállító hajót,"['tengeren', 'földközi', 'olajszállító', 'olajszállító hajót', 'hajót', 'orosz', 'tanker', 'partjainál', 'svéd', 'bálna']","['egy legénység nélküli orosz tanker sodródik a földközi-tengeren, telis-tele cseppfolyósított gázzal egy cseppfolyósított gázt szállító, legénység nélküli orosz tanker sodródik a földközi-tengeren – közölték csütörtökön a máltai hajózási hatóságok. a tájékoztatás szerint az arctic metagaz nevű, 277 méter hosszú tanker több ezer tonna cseppfolyósított gázt szállít, veszélyforrássá válhat más hajók s', 'a belgák lefoglaltak egy orosz olajszállító hajót az északi-tengeren „az elmúlt órákban a fegyveres erőink a francia védelmi minisztérium támogatásával megállítottak egy olajszállító hajót, amely az orosz árnyékhajó flottához tartozik” – közölte theo francken belga védelmi miniszter az x -en. az olajszállítót a belgiumi zeebrugge kikötőjébe kísérik és lefoglalják. a', 'orosz olajszállító hajót foglaltak le a belga fegyveres erők az északi-tengeren a belga hatóságok elfoglaltak egy, az orosz árnyékflottához tartozó olajszállító hajót – írta theo francken belga védelmi miniszter az x-en. „az elmúlt órákban a fegyveres erőink a francia védelmi minisztérium támogatásával megállítottak egy olajszállító hajót, amely az orosz árnyékhajó flottához ta']"
113,12,113_nukleáris_atomenergia_nemzetközi atomenergia_atomenergia ügynökség,"['nukleáris', 'atomenergia', 'nemzetközi atomenergia', 'atomenergia ügynökség', 'létesítményét', 'támadás irán', 'ügynökség', 'létesítményt', 'nukleáris létesítményt', 'támadás']","['az ensz nukleáris ügynöksége szerint nincs arra utaló jel, hogy találat érte irán atomlétesítményeit a nemzetközi atomenergia-ügynökség, a naü főigazgatója, rafael grossi közölte, a felügyelő szerv nem kapott jelzést arról, hogy nukleáris létesítményeket támadtak volna meg iránban. irán ensz-nagykövete hétfőn azt mondta, találat érte irán natanzi nukleáris létesítményét, „tegnap ismét megtámadták i', 'a nemzetközi atomenergia-ügynökség szerint nem sérültek nukleáris anyagot tároló létesítmények iránban a nemzetközi atomenergia-ügynökség (iaea) közölte, hogy az egyesült államok és izrael szombaton indított közös támadásai óta nem észleltek károkat olyan iráni létesítményekben, ahol nukleáris anyagot tárolnak. az ensz nukleáris felügyeleti szervezete az x-en közzétett bejegyzésében azt írta, jelenle', 'irán szerint találat érte irán natanzi nukleáris létesítményét találat érte irán natanzi nukleáris létesítményét az irán elleni amerikai–izraeli harcok során, közölte irán ensz-nagykövete hétfőn. „tegnap ismét megtámadták irán békés, védett nukleáris létesítményeit” – mondta reza najafi újságíróknak a nemzetközi atomenergia-ügynökség 35 tagú kormányzótanácsának']"
114,12,114_szerb_találtak_gázvezetéknél_robbanóanyagot,"['szerb', 'találtak', 'gázvezetéknél', 'robbanóanyagot', 'közelében', 'robbanóanyag', 'aleksandar vučić', 'szerb magyar', 'aleksandar', 'tanácsot']","['aleksandar vučić: robbanóanyagot találtak a szerbiát és magyarországot összekötő gázinfrastruktúra közelében „most tettem le a telefont aleksandar vučić szerb elnökkel. a szerb hatóságok a szerbiát és magyarországot összekötő kritikus gázinfrastruktúránál pusztító erejű robbanószert és az aktiváláshoz szükséges eszközöket találtak. a nyomozás folyamatban van. ma délutánra rendkívüli védelmi tanácsot hívtam', 'aleksandar vučić szerint robbanóanyagot találtak a szerb–magyar gázvezetéknél, orbán összehívta a védelmi tanácsot gyanús tartalmú tárgyakat talált a szerb hadsereg a gázinfrastruktúra közelében – írta vasárnap a vajdasági portál, a szabad magyar szó . a lap szerint a bűnügyi rendőrség (ukp) és a katonai rendőrség a művelet során drónokat, hőkamerákat, nyomkövető kutyákat és helikoptereket is bevetett, ahogy az', 'robbanószert találtak a magyar–szerb gázvezetéknél, orbán összehívta a védelmi tanácsot aleksandar vučić szerb elnök tájékoztatása szerint a szerbiát és magyarországot összekötő gázinfrastruktúra közelében a szerb egységek nagy romboló erejű robbanóanyagot, valamint annak aktiválásához szükséges gyújtózsinórokat találtak. emiatt zárták le az utakat magyarkanizsa közelében, a magyar–sze']"
115,12,115_kúria_kampányolt_szolidaritási_hozzájárulás,"['kúria', 'kampányolt', 'szolidaritási', 'hozzájárulás', 'alkotmánybíróság', 'jogsértően', 'alkotmánybírósághoz', 'fővárosi törvényszék', 'gyerekeket', 'kormányrendelet']","['a pride miatt hozott törvény alapján mondta ki a kúria, hogy orbán viktor jogsértő módon kampányolt egy gyerekkel a kúria szerint orbán viktor a közösségi médiában jogsértő módon kampányolt egy kisgyermekkel – erre a következtetésre jutott a bíróság a társaság a szabadságjogokért (tasz) kezdeményezésére indult eljárásban. a döntés egyértelművé teszi: nem csupán óvodákban és iskolákban tilos gyerekeket politikai', 'a kúria kimondta, hogy jogsértően kampányolt kisgyerekkel orbán viktor jogsértően kampányolt egy kisgyerekkel a közösségi médiában orbán viktor – állapította meg a kúria a társaság a szabadságjogokért (tasz) által kezdeményezett eljárásban. döntésével a bíróság azt is egyértelművé tette, hogy nemcsak óvodákban és iskolákban tilos a gyerekeket kampánycélokra felhasználn', 'a kúria szerint jogsértő volt, hogy orbán egy kisgyerekkel kampányolt a közösségi oldalán jogsértően kampányolt egy kisgyermekkel a közösségi médiában orbán viktor – állapította meg a kúria a társaság a szabadságjogokért (tasz) által kezdeményezett eljárásban. döntésével a bíróság azt is egyértelművé tette, hogy nemcsak óvodákban és iskolákban tilos a gyerekeket kampánycélokra felhasznál']"
116,11,116_miniszteri_menczer_menczer tamás_havi,"['miniszteri', 'menczer', 'menczer tamás', 'havi', 'forintot', 'máv', 'tamás', 'kap', 'milliót', 'juttatást']","['menczer tamás nem árulta el, hogy mennyit dolgozik azért a havi 1,5 millió forintért, amit miniszteri biztosként kap szijjártó pétertől saját magához képest is rekord süketeléssel válaszolt menczer tamás arra a kérdésre, hogy mennyit időt fordít arra a feladatra, amivel szijjártó péter bízta meg majdnem két éve, és elég szép fizetést, havi másfél millió forint kap érte azóta is. menczer 2024. áprilisban lett a fidesz kommunikációs i', 'menczer közel havi másfél milliót keres miniszteri biztosként, a drogügyi kormánybiztos 2,6 millió forintot kap a kormánytól milliókkal egészíti ki a kormány több fideszes képviselő fizetését, ezt a juttatást a különböző miniszterelnöki, miniszteri vagy kormánybiztosi munkájuk után kapják – derül ki az rtl híradó gyűjtéséből . hogy ezek a munkakörök pontosan mit takarnak, azt nehéz meghatározni, de jellemzően miniszterek', 'menczer tamás elismerte, „háttérbe szorult” a miniszteri biztosi munkája, amiért havi 1,5 milliót kap nem árulta el menczer tamás, hogy mennyi munkája van miniszteri biztosként. a fidesz kommunikációs igazgatóját az rtl híradó kérdezte egy fórumán. a csatorna a héten számolt be arról, hogy több fideszes képviselőnek is milliókkal egészíti ki a kormány a fizetését. összesen évi 1,3 milliárd forintot']"
